2019,2019140,Singapore,,702,B,"2,155,653","204,927","34,577",,,,,,,,,,,,"8,584",,,,,"68,430",,,,,,,,,,,,,,,,,,,,,"3,983",,,,,,"380,145","52,516","18,820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,189","138,338",,,,,,,,,,,,,,,,,,,,,,,,,,"952,261",,,,,,,,,,,,,,,,,,,,,,,"3,337",,,,,,,,,"109,537",,,,,,"13,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,093",,,,,,,,"16,329",,,,,,,,,,,,,,,,"14,543",,,,,,,,,,,,,,,,
2019,2019141,Thailand,,764,B R,"3,635,085",555,330,1,,,,,,,,,,,"1,476",,,,,"1,463",,,,,,,,,,,,,,,,,,,"689,451",,782,,,,,,"77,581",,,,,,,,16,,,,,,0,16,668,,,,,0,,,,,,2,,,,,"1,375",,,,,,"2,396",,,,,,,,,,,,,,,,,"9,280",699,14,85,,,,639,,"8,514",,,,,,,"934,936",,,,1,,,,,,,"1,369",,,,,,,,,,,,,,,,,"1,858,735",,,"11,662",710,,"1,876",,,,,,,748,,"2,447",,,,,,"1,366",,552,,,947,,,,,4,,,,,,,,,1,,,,,760,,,,,136,,,,"8,033",15,1,,726,980,,,,,2,,,,,1,,,,0,,,"2,156",,"4,227",,,,,,"7,350",,,0,,1,,,,,
2019,2019142,Timor-Leste,,626,B,"8,417","1,017",132,,,,,,,,,,,,555,,,,,68,,,,,,,,,,,,65,,,,,,,,,,,,,,,941,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,126",,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,302,,,,,,372,,272,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,58,,,,,,205,,,,,,,,,,
2019,2019143,Viet Nam,,704,C R,"76,104","3,925","1,630",,,,,,,,,,,,38,,,,,"8,254",,,,,,,,,,,,,,,,,,,"1,035",,"1,520",,,,,,"3,141",,,,,,,,,,,,,,"1,571",,,,,,,,,,,,,,,,,,214,,,,,,,,,,,,,,,,,,,,,,,"2,026","8,217",,,,,,,,"1,926",,,,,,,"7,272",,,,,,,,,,,133,,,,,,,,,,,,,,,,,"11,695",,,"2,420",,,,,,,,,,,,617,,,,,,118,,,,,"1,887",,,,,,,,,,,,,,,,,,,"1,830",,,,,,,,,82,,,,,,,,"12,077",,,,,,,,,,,,,,"1,169",,"3,307",,,,,,,,,,,,,,,,
2019,2019144,LATIN AMERICA AND THE CARIBBEAN,,1830,,"11,673,288","220,861","88,624",493,344,"1,318",0,99,"9,286","1,646","7,988","305,335",865,"5,687","8,125","9,602",12,"1,660",76,219,"5,007",354,"11,806","5,443",40,166,28,"585,895","3,310",174,34,"248,391","4,116",192,"2,129",48,35,"1,775",201,341,"50,198",136,236,71,128,"298,181","142,549","4,786",37,"1,409,138",4,211,16,"33,856",514,"4,162","71,552","10,416",114,"4,372","2,976",317,"3,269",0,"22,151","112,213","103,693","5,609","73,743",82,35,586,21,280,59,8,38,"1,936","193,590","4,238",24,61,40,"13,760","91,810",293,38,"5,698",477,"11,484","10,171",21,"94,213",103,"1,278","64,489","656,380",8,"69,847","6,238",720,"20,007","2,323","2,280","1,102","2,363",2,"11,454","309,277","37,809","89,384","2,673",100,292,114,163,21,"1,187",647,"29,867",40,68,452,112,"1,633",290,98,27,527,17,363,153,0,"13,194",5,8,4,"76,045",8,217,20,297,"3,135","2,793","2,170",143,91,28,117,"36,268",16,"1,617","345,134",91,"2,992",21,"3,258",28,"3,241",48,"1,672",35,"24,049",17,"756,543","522,845","9,497","19,268","249,250","16,266",108,"35,924",522,"1,214","8,024","14,936",40,"1,817","12,060","14,051",123,"16,353",0,70,122,"2,614",526,"1,580",39,13,517,"2,473",752,"1,450",1,89,"4,176",0,"335,770",74,"3,843",27,"43,809","8,638","19,009","22,210",18,"1,287",66,89,0,"1,092","16,646",233,"2,936",36,"1,689",4,116,"8,779",105,"54,362",180,"1,191,556","3,192","192,260",56,233,"1,924,877",496,15,16,31,33,236,,,,,
2019,2019145,Caribbean,,915,,"1,524,793","51,646","38,196",0,33,272,0,0,29,"1,543","7,756","2,660",0,"4,832",409,483,0,"1,475",21,0,"4,584",0,"1,014",478,0,135,8,245,"3,239",5,14,"1,106","4,116",0,137,0,3,3,125,23,"12,083",33,139,3,16,"1,074","9,051",167,0,"24,323",0,0,8,"1,882",0,0,"23,604","9,401",0,85,0,0,61,0,"21,049","81,386","1,039",75,625,0,0,16,12,94,0,0,0,37,"108,636","3,178",0,0,0,0,"4,788",99,0,161,26,"11,029","7,908",0,"1,163",0,0,"35,660","563,067",0,"3,255",42,0,"6,523",346,41,27,366,0,118,"6,633","35,336",911,85,10,61,0,0,0,0,0,"1,239",0,0,0,0,0,0,0,0,46,0,0,25,0,"10,193",0,0,0,"4,169",0,0,0,0,"3,127",34,0,0,0,0,0,"19,325",0,103,"1,285",32,902,0,26,0,69,0,203,0,"1,728",0,25,"5,714","4,864",112,"1,850","11,106",0,586,11,816,172,"1,190",0,100,"11,971","12,001",66,"15,774",0,0,0,17,0,74,0,0,0,"2,148",0,0,0,0,211,0,"12,997",41,18,0,"4,616",105,"2,094",880,0,77,0,0,0,0,"12,397",0,60,0,"1,681",0,12,288,0,"20,884",16,"229,894","3,181",484,0,0,"23,316",60,11,0,0,10,35,,,,,
2019,2019146,Anguilla,,660,B,"5,679","1,320",189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,,,,,,,,,,,,,,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,,471,421,,,,,,,,,,,,,,,
2019,2019147,Antigua and Barbuda,,28,B,"29,207",327,108,,,,,,,40,,,,5,7,,,2,,,314,,,14,,14,,,11,,,,101,,,,,,,,451,,,,,,139,,,,,,,,,,20,19,,,,,,,"4,934","1,855",,10,,,,,,93,,,,,42,5,,,,,86,32,,,,199,79,,,,,"6,731",34,,7,,,82,,,,,,,74,"4,149",20,,,,,,,,,57,,,,,,,,,,,,,,5,,,,5,,,,,"1,183",,,,,,,16,,12,,,41,,,,,,0,,,,,,,,,55,,,,,,,,,495,703,,954,,,,,,,,,,23,,,,,46,,12,,,,46,,,253,,,,,,,748,,,,6,,,,,"1,033",,"2,731",739,,,,40,,,,,,,,,,,
2019,2019148,Aruba,,533,B,"36,532",823,823,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,"1,140",,,"9,874",,,,,,,,"2,483",,,,,,,108,"4,377",,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,292,"1,650",,,,,333,,,,,,,,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,638",,,108,,,,,,,,,,,,,"1,147","1,015",,165,,,,,,,,,,,,,114,,,,,,,,,,709,,,,,,,,,,,"1,352",,,,,,,,,,,,10,,,,,,,,,619,,,,,"3,438",,,,,,,,,,,
2019,2019149,Bahamas,,44,B,"62,962",834,278,,,,,,,,14,117,,,88,42,,,,,252,,31,46,,41,,,,,14,128,3,,22,,,,,,"1,663",24,,,,37,182,27,,204,,,,57,,,425,,,,,,16,,79,308,45,32,77,,,16,12,,,,,,151,,,,,,306,50,,96,,35,,,37,,,"1,417","29,291",,45,,,634,35,,,62,,,167,"7,965",37,,,22,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,57,,25,10,,169,,,,12,,0,,55,,,333,"1,185",21,16,,,,,,108,59,,,36,82,,42,,,,,,,,,,,,,,,110,,117,41,,,,30,325,,,,,,,,414,,,,"1,640",,12,19,,"2,115",,"10,259",,18,,,31,,,,,,15,,,,,
2019,2019150,Barbados,,52,B,"34,807","4,311","9,913",,,,,,,,195,,,,24,,,49,,,,,,22,,28,,,,,,,,,,,,,,,695,,,,,,43,,,,,,,,,,58,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,392,,,,,,"6,657",33,,,,,467,,,,,,,,"1,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,"2,197",,"3,143",,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,"1,504",,,,,,,,,"2,533",,"1,043",,,,,,,,,,,,,,,,
2019,2019151,British Virgin Islands,,92,B,"20,778","1,241","1,940",,,,,,,,822,,,,24,,,27,,,198,,,,,,,,,,,,,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,"1,335","1,856",,,,,,,,,,,,,24,,,,,,62,,,,,,,,,,,"2,460",,,,,,42,,,,,,,,"2,064",,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,570,,,,,,,,,"1,477",560,,"2,394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,,,,,,,,,868,,"1,870",,,,,,,,,,,,,,,,
2019,2019152,"Bonaire, Sint Eustatius and Saba",13,535,B,"15,484",621,102,,,,,,,33,29,3,,899,,,,25,,,76,,,,,,,,,,,,75,,,,,,,,103,,,,,,20,20,,700,,,,,,,53,"4,900",,,,,,,26,"1,621",,,,,,,,,,,,,36,0,,,,,,,,,,0,32,,,,,195,119,,,,,10,52,,,,,,20,469,34,,,,,,,,,76,,,,,,,,,,,,,,32,,,,0,,,,,,,,,,,,"2,517",,3,,,,,,,2,,,,,,,,,,55,11,,,,,,,,,30,0,,15,,,,,,,,,,612,,,,,,,20,,,,495,,,,,,,,,,7,,,,,,,,,65,,700,0,,,,571,,,,,,,,,,,
2019,2019153,Cayman Islands,,136,C,"28,985",57,60,,,,,,,,,13,,,207,55,,204,,,202,,13,389,,36,,,,,,78,,,,,,,,,"1,605",,,,16,,,,,464,,,,144,,,837,13,,,,,20,,,72,,,,,,,,,,,,10,41,,,,,,151,,,,,17,,,,,,371,20,,"2,029",,,643,,10,,255,,13,101,"11,448",22,,,39,,,,,,,,,,,,,,,20,,,,,,,,,44,,,,,,,,,,,,41,,63,437,32,10,,,,,,121,,151,,,16,"2,086",,,53,,,,,,,,,,10,,34,,,,,,,,,,,,,,,41,,32,,,,,,89,,,60,,,,,347,,,,,,,,,"2,374",16,"3,184",,,,,39,,,,,10,20,,,,,
2019,2019154,Cuba,,192,B,"4,886",573,182,,33,13,,,29,,,51,,,,,,,,,,,,,,,,17,,,,,,,40,,,,,,18,,,,,55,91,,,48,,,,,,,,,,56,,,,,,36,18,,,,,,,,,,,,45,,,,,,105,,,,26,24,,,20,,,,290,,,21,,,,,,,,,68,91,,,,,,,,,,16,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,83,,,,,,,,,,25,,,25,,29,,36,,,,,20,633,,,,,,,,,,,,,,,,,,,,,,,"1,513",,,,,,,,,,,,,,,,,,,,,192,,14,,166,,,,,59,,,,,,,,,,,
2019,2019155,Curaçao,,531,B,"40,883",206,428,,,,,,,45,58,22,,"1,856",,,,88,,,207,,98,,,,,,"2,537",,,,107,,,,,,,,97,,,,,,531,120,,"4,714",,,,,,,253,,,,,,,,116,"6,212",,,,,,,,,,,,,,,,,,,134,,,,,2,102,,,,,497,"2,139",,,,,692,197,,,,,,25,"1,413",141,,,,,,,,,273,,,,,,,,,,,,,,33,,,,14,,,,,,,,,,,,"9,830",,,,,,,,,,,,,,,,114,,,998,16,,,,,,,,,196,,,316,,,,,,,,,,542,,,,,,,21,,,,"2,033",,,,,,,,,,104,,,,,,,,,26,,358,30,,,,"2,942",,,,,,,,,,,
2019,2019156,Dominica,,212,B,"8,264","1,236",412,,,,,,,19,451,,,47,7,,,12,,,170,,,,,,,,,,,,86,,,,,,,,187,,,,,,38,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,81,23,,,,,30,,,,,,38,,,,,194,"2,504",,,,,28,,,,,,,,131,,,,,,,,,,34,,,,,,,,,,,,,,146,,,,,,,,,165,,,,,,,10,,,,,51,,,,,,,,,,,,,,,16,,,,,,,,,64,286,,127,,,,,,,,,,,,,,,,,,,,,19,,,16,,,,,,,312,,,,,,,,,646,,636,,,,,30,,,,,,,,,,,
2019,2019157,Dominican Republic,,214,B,"567,648","2,184","6,563",,,,,,,34,184,"1,106",,165,41,213,,40,21,,,,264,,,15,8,175,,5,,665,76,,75,,3,3,125,23,"1,255",,139,3,,654,"3,902",,,"2,932",,,8,317,,,"3,367",,,29,,,25,,14,,600,,275,,,,,,,,,27,"3,855",,,,,,"1,919",,,65,,,56,,442,,,23,"491,013",,438,21,,97,,31,27,33,,63,"4,332",136,356,,10,,,,,,,153,,,,,,,,,17,,,25,,33,,,,"1,547",,,,,,34,,,,,,612,,,301,,25,,26,,55,,81,,781,,25,"1,475",51,45,109,"4,731",,582,11,,44,498,,100,141,,66,,,,,17,,74,,,,,,,,,10,,"7,199",,18,,27,75,"1,078",25,,,,,,,23,,31,,35,,,77,,498,,"14,478",84,188,,,"3,680",,11,,,,,,,,,
2019,2019158,Grenada,,308,B,"7,124",751,"1,510",,,,,,,,38,,,,,,,30,,,179,,,,,,,,,,,,14,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,164,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,216",,,,,,,,,,,,710,,,,344,,,,,,,,,,,
2019,2019159,Guadeloupe,14,312,B,"100,030","4,483","1,099",,,158,,,,,,,,,,,,,,,,,470,,,,,,,,,63,,,,,,,,,503,,,,,,,,,,,,,,,,,,,,,,,,"4,440",961,,,,,,,,,,,,,"56,600","1,209",,,,,318,,,,,,,,,,,190,"15,520",,,,,203,,,,,,,366,,,,,,,,,,,257,,,,,,,,,,,,,,"9,592",,,,,,,,,,,,,,,,813,,,,,,,,,,,,,,,,,,,474,,,,,403,,,,,,419,,,,,,,,,,,,,,,,,,,,,,,37,,226,300,,,,,,,,,,,,,,,,423,,503,,,,,,,,,,,,,,,,
2019,2019160,Haiti,,332,B,"18,756","1,004",398,,,,,,,,,454,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,614,,,,,324,339,,,811,,,,266,,,"1,178",,,,,,,,,"2,362",,,,,,,,,,,,,432,,,,,,878,,,,,,,,,,,,,,,,,,,,,,,,"1,203",,214,,,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,,,,"1,517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,272",,,,,,368,,,,,,,,,,,,,,,,,,,"1,576",,278,,,"2,463",,,,,,,,,,,
2019,2019161,Jamaica,,388,B,"23,468","2,275",226,,,,,,,,154,,,,,,,670,,,539,,,7,,,,,,,,,,,,,,,,,"1,330",,,,,,,,,,,,,100,,,"1,814",,,,,,,,138,,,,133,,,,,,,,,,,,,,,,,,,,,207,,,305,,,,,,162,,,"1,141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,74,,,,,,,,,,,,,,,,97,332,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,328",,,,,,,,,"4,800",,"6,286",,,,,,,,,,,,,,,,
2019,2019162,Martinique,,474,B,"61,647","1,168",562,,,101,,,,,,,,,,,,,,,,,130,,,,,,,,,75,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,421,137,,,,,,,,,,,,,"47,049","1,804",,,,,,,,,,,"5,452",,,,,,"1,765",,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,,,,,,"2,027",,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,
2019,2019163,Montserrat,,500,B,"1,375",223,19,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,293,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,105,,122,,,,,,,,,,,,,,,,
2019,2019164,Puerto Rico,,630,B,"266,828","15,291","5,120",,,,,,,,,894,,,,,,,,,,,,,,,,53,,,,90,,,,,,,,,113,,,,,4,"1,309",,,"4,361",,,,998,,,"13,645",,,,,,,,"1,132","50,643",376,33,140,,,,,,,,,,136,,,,,,479,,,,,,,,357,,,47,139,,574,,,46,,,,,,42,182,40,78,85,,,,,,,,17,,,,,,,,,,,,,,,,,,"1,977",,,,,,,,,,,,25,,,222,,,,,,,,,,636,,,"2,261",133,17,33,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,811",,,,,,,,,17,,,,,165,,19,,,,,,,164,,"159,260",411,,,,"2,189",60,,,,,,,,,,
2019,2019165,Saint Kitts and Nevis,,659,B,"7,587","2,694","1,311",,,,,,,,411,,,,,,,24,,,97,,,,,,,,,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,792,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,,,,,,,,,624,,,,,,,,,,,,,,,
2019,2019166,Saint Lucia,,662,B,"8,383",535,56,,,,,,,4,86,,,28,11,9,,10,,,406,,8,0,,1,,,,,,7,7,,,,,,,,248,9,,,,,50,,,,,,,,,,80,80,,,,,,,252,36,,,,,,,,1,,,,,52,137,,,,,48,17,,,,162,26,,2,,,"2,111",23,,,,,210,,,,16,,,13,376,9,,,,,,,,,0,,,,,,,,,9,,,,,275,,,,17,,,,,28,,,,,,,11,,0,,,66,,,,,,1,,6,,,,22,,,7,,,,,,,,,34,,,317,,,,,,,,,,52,,,,,4,,,,,,21,,8,132,,,,,,,508,,,,,,,,,764,,857,90,,,,28,,,,,,0,,,,,
2019,2019167,Saint Vincent and the Grenadines,,670,B,"4,692",249,51,,,,,,,,57,,,,,,,,,,354,,,,,,,,202,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,152,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,247,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,241,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,996,,,,,,,,,819,,345,,,,,,,,,,,,,,,,
2019,2019168,Sint Maarten (Dutch part),,534,B,"28,260","1,780",648,,,,,,,396,552,,,"1,331",,,,,,,75,,,,,,,,170,,,,935,,,,,,,,39,,,,,,180,,,215,,,,,,,857,"1,475",,,,,,,"1,547","3,671",,,,,,,,,,,,,92,,,,,,,,,,,,"2,123",,,,,"1,870","2,843",,,,,863,62,,,,,,,"2,447",,,,,,,,,,332,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,755,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,"1,078",504,,72,,,,,,,,,,,,,,,,,,,,,539,,,,,,,,,,215,,,,,,,,,54,,323,72,,,,42,,,,,,,,,,,
2019,2019169,Trinidad and Tobago,,780,B,"59,249","5,113","2,012",,,,,,,,,,,,,,,,,,"1,147",,,,,,,,,,,,,,,,,,,,"1,912",,,,,,932,,,,,,,,,,"1,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,272,,,,,"8,640",,,,,,"10,582",,,,,,"1,032",,,,,,,,"1,611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,,,,,372,,,,,,,,,,,,,947,,"6,922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,549",,"6,241",,,,,"7,420",,,,,,,,,,,
2019,2019170,Turks and Caicos Islands,,796,B,"24,534","1,414","3,945",,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,498,,,,,,,,,,,,,,,,,,,,,,,,,"1,896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,,998,,,,,,,,,,,,,,,,
2019,2019171,United States Virgin Islands,,850,B,"56,745",933,241,,,,,,,972,"4,588",,,501,,,,,,,368,,,,,,,,19,,,,"2,465",,,,,,,,,,,,,,,,,,,,,,,,,279,,,,,,,"5,510","4,642",,,,,,,,,,,,,,,,,,,,,,,,590,,,,,,,644,,,,,,,,,,,,,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,068",,,,,,,,,"7,103","3,426",,518,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,"1,759",,,,,,,,,,,"16,868",,,,,,,,,,,,,,,,
2019,2019172,Central America,,916,,"1,927,688","35,582","7,837",67,4,236,0,0,58,0,124,"21,383",111,32,935,840,3,99,1,105,84,5,"1,630","3,938",1,11,4,"2,934",0,0,0,"10,185",0,0,480,0,0,0,3,51,"15,422",99,5,0,112,"11,082","33,362","3,716",1,"88,971",0,8,0,"25,768",29,187,"23,116",32,3,398,"1,896",136,547,0,65,"13,075","8,342",331,"69,633",0,0,3,1,85,0,0,1,229,"12,777",32,0,1,0,72,"11,532",1,4,649,416,35,0,5,"89,989",0,0,78,"1,383",0,"63,835",539,1,"7,564",367,521,65,455,0,"3,645","10,768","1,693","4,994",247,5,78,0,0,0,4,37,"1,282",0,0,50,4,118,15,3,0,90,1,0,0,0,4,0,0,0,"34,370",0,1,15,0,4,340,4,115,0,0,8,"3,022",0,181,"339,005",0,263,0,26,0,349,3,278,0,"14,870",0,870,"14,688","2,476","1,226",986,"2,654",3,"4,725",4,0,724,"3,649",1,0,1,1,49,1,0,0,0,212,231,89,0,0,106,0,171,55,0,40,315,0,"32,633",1,454,1,20,"1,187","3,032",590,0,285,0,0,0,0,187,4,445,0,0,0,9,"1,131",0,"7,315",4,"819,619",7,"4,761",1,0,"32,933",149,0,0,31,0,1,,,,,
2019,2019173,Belize,,84,B R ,"59,998",393,"1,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885,,,,,,"2,247",77,,,,,,,,,,,,,,,,,,,,,"9,687",,,,,,,,,,,,,,,,74,,,,,,,,"25,876",,,,59,,"9,463",,,649,,,,,,,,544,,,,,,,,,,59,,,,,,,,,,,,,,,,,,"3,866",,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,,"4,495",,,,,,,,,,,,,,,,
2019,2019174,Costa Rica,,188,B R,"417,768","13,586",607,4,4,12,,,3,,,"1,489",7,32,67,129,3,12,1,3,11,5,296,141,1,11,4,374,,,,552,,,72,,,,3,9,"1,428",8,5,,112,"1,764",295,"3,333",1,"21,583",,8,,,3,24,"5,840",,3,,36,3,63,,5,"1,114","1,290",11,"14,104",,,3,1,1,,,1,22,885,12,,1,,12,"1,893",1,4,33,8,8,,5,"2,699",,,28,72,,"3,981",75,1,54,17,101,15,29,,172,"2,163",220,287,11,5,8,,,,4,1,89,,,11,4,9,15,3,,4,1,,,,4,,,,"3,145",,1,15,,4,4,4,12,,,8,594,,17,"296,541",,3,,26,,77,3,9,,"11,592",,84,"3,838",141,306,79,361,3,256,4,,100,607,1,,1,1,1,1,,,,13,1,,,,8,,22,,,1,57,,"2,194",1,,1,20,139,681,11,,7,,,,,34,4,8,,,,9,157,,526,4,"12,859",7,317,1,,"1,401",1,,,,,1,,,,,
2019,2019175,El Salvador,,222,B R,"42,617",120,31,,,,,,,,,218,,,27,11,,,,6,40,,52,343,,,,53,,,,245,,,,,,,,,248,,,,,232,262,8,,584,,,,887,,,129,,,,,,,,,72,124,,,,,,,,,,,,216,,,,,,230,,,,,,,,"9,005",,,,,,"11,834",,,11,,18,,11,,43,285,10,54,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,737",,,,,,,,,,,,33,,,"7,929",,,,,,,,,,457,,11,237,19,,13,62,,129,,,,18,,,,,,,,,,,,,,,,,,,,,,,541,,46,,,35,59,,,,,,,,,,,,,,,,,91,,"5,470",,76,,,245,,,,,,,,,,,
2019,2019176,Guatemala,,320,B R,"80,421","2,104",72,,,,,,,,,568,,,71,,,,,,,,,940,,,,139,,,,246,,,,,,,,,407,,,,,308,674,,,"1,186",,,,"1,192",,,677,,,,,,,,,111,171,32,"19,704",,,,,,,,,,264,20,,,,,656,,,,408,,,,,,,,14,,"8,608",,,,41,18,,,,134,377,,150,,,,,,,,,25,,,,,,,,,,,,,,,,,,"18,003",,,,,,,,,,,,143,,,"8,787",,,,,,,,26,,307,,60,469,68,,29,103,,"1,833",,,,,,,,,,,,,,32,,,,,,,,,,,,,"1,354",,47,,,48,158,80,,,,,,,,,25,,,,,,,228,,"8,871",,143,,,290,,,,,,,,,,,
2019,2019177,Honduras,,340,B R,"38,933",157,77,,,,,,,,,194,,,,,,,,,,,25,370,,,,149,,,,240,,,,,,,,,354,91,,,,313,605,,,881,,,,874,,,621,,,,62,,,,,137,468,,"8,995",,,,,,,,,,146,,,,,,296,,,,,,,,"4,681",,,,43,,,,,,,,,,,91,264,27,141,40,,,,,,,,,,,,,,,,,,,,,,,,,,"1,592",,,,,,,,,,,,92,,,"7,891",,,,,,,,,,404,,35,390,,,,131,,69,,,,25,,,,,,,,,,,,,,,,,,,,,,,533,,156,,,31,61,,,,,,,,,,,,,,,,,103,,"6,908",,67,,,103,,,,,,,,,,,
2019,2019178,Mexico,,484,B R,"1,060,707","16,623","5,526",,,106,,,55,,,"15,918",104,,474,547,,,,52,,,925,"2,029",,,,"1,672",,,,"6,643",,,269,,,,,42,"9,914",,,,,"6,404","9,258",,,"19,317",,,,"3,272",26,56,"12,920",,,359,"1,798",84,275,,,"2,963","3,336",212,"10,910",,,,,,,,,159,"10,081",,,,,,"6,936",,,272,,,,,"44,178",,,,595,,"15,300",403,,"2,055",167,297,50,294,,"2,020","6,074",137,"3,926",44,,70,,,,,36,550,,,,,62,,,,58,,,,,,,,,,,,,,,254,,,,,,"1,369",,112,"4,105",,150,,,,192,,156,,"1,686",,552,"4,948",545,713,595,"1,171",,"1,948",,,434,"1,740",,,,,,,,,,115,34,62,,,50,,112,55,,,210,,"23,589",,29,,,676,"1,597",208,,127,,,,,28,,294,,,,,359,,"3,699",,"762,290",,"3,309",,,"17,254",87,,,,,,,,,,
